Pathway	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Inflammatory mediator regulation of TRP channels [PATH:ko04750]	0.0	6.0	0.0	14.0	0.0	24.0	10.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	8.0	0.0	26.0	0.0
Influenza A [PATH:ko05164]	24519.37	19513.25	28292.62	27512.19	33255.57	29442.85	14787.42	17882.25	19903.120000000006	16904.23	19662.35	18990.42	22191.4	27405.76	22302.99	23286.74	24468.750000000004	22820.160000000003
Inositol phosphate metabolism [PATH:ko00562]	94291.11	114957.96	115358.57999999999	119591.95000000001	109611.17000000001	113674.61	74900.77	96809.10000000002	109019.68	85826.68000000002	94212.28	99759.89000000001	115683.62000000001	122943.72	109714.41	122729.26	128989.00999999997	104187.92000000001
Insect hormone biosynthesis [PATH:ko00981]	42073.25	45888.15	54284.98	51626.46000000002	51526.97	48297.67000000001	30412.67	41356.960000000014	47083.14000000001	36360.65	39943.81000000001	39175.05	48558.72	51706.02	46011.58	50609.05	52477.58	47260.7
Insulin resistance [PATH:ko04931]	45753.4	51388.979999999996	54043.0	54630.44	52867.97	52767.28	36811.69	44324.34	50344.41	39044.14	43924.06	44992.080000000016	57254.130000000005	60869.21	53578.240000000005	56104.71999999999	58433.520000000004	51857.590000000004
Insulin secretion [PATH:ko04911]	65.0	58.0	0.0	0.0	7.0	69.0	88.0	64.0	62.0	34.0	72.0	82.0	35.0	13.0	40.0	31.0	77.0	19.0
Insulin signaling pathway [PATH:ko04910]	31973.72	32734.309999999998	36654.509999999995	37175.11	38996.28	36393.02	25997.940000000002	29912.920000000002	34422.66	27125.440000000002	30347.730000000003	31250.739999999998	39075.56	42657.45	36927.08	37611.78999999999	39432.14	35397.259999999995
Ion channels [BR:ko04040]	50.0	43.0	0.0	0.0	0.0	58.0	68.0	64.0	42.0	34.0	56.0	65.0	19.0	13.0	22.0	14.0	81.0	19.0
Isoflavonoid biosynthesis [PATH:ko00943]	2809.67	1746.0	2862.13	2929.0	3725.47	2532.57	1322.27	1295.3	2126.74	1910.17	1819.5	1583.4699999999998	2578.0	3292.17	2051.33	2137.25	2625.49	2361.67
Isoquinoline alkaloid biosynthesis [PATH:ko00950]	30234.04	29640.4	39053.659999999996	36279.97	38230.380000000005	34077.689999999995	20525.76	27985.51	33694.88	26699.979999999996	26786.489999999994	27779.48	32154.899999999994	36513.53	30727.589999999997	35002.6	34956.689999999995	32527.899999999998
JAK-STAT signaling pathway [PATH:ko04630]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]	24490.37	19480.5	28224.12	27453.19	33218.07	29469.85	14773.67	17864.5	19785.620000000006	16853.73	19630.1	18993.67	22144.15	27368.51	22240.99	23180.74	24355.750000000004	22775.160000000003
Lectins [BR:ko04091]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
Legionellosis [PATH:ko05134]	107002.31	107974.39000000001	129935.33999999998	126338.55000000002	133045.5	126544.90999999999	78303.34000000001	96710.26999999999	108021.13000000002	85810.98000000001	97453.34999999999	98234.56	118378.35000000002	133371.12	114379.08	119401.94000000002	126295.98	115063.68000000002
Leishmaniasis [PATH:ko05140]	50.0	43.0	14.0	0.0	11.0	84.0	68.0	80.0	55.0	46.0	56.0	99.0	19.0	44.0	22.0	17.0	83.0	19.0
Limonene and pinene degradation [PATH:ko00903]	88979.54	101993.55000000002	113127.82	107688.95000000003	105500.92	102929.15000000002	65413.31	87366.11000000002	95657.59000000001	76254.14	85236.06	81868.49	103898.23	109004.70999999999	100889.51	110709.28000000001	114126.95000000001	101189.90000000001
Linoleic acid metabolism [PATH:ko00591]	8739.369999999999	8059.5	11247.23	9506.75	10427.73	10006.64	4898.32	7249.05	11049.61	7831.23	7399.15	6879.17	9814.83	11109.119999999999	9200.83	9887.3	9597.51	9193.39
Lipid biosynthesis proteins [BR:ko01004]	479583.52999999997	526944.96	580670.4799999999	567443.4099999999	554721.4	551586.42	377460.76000000007	476971.0199999999	539726.2999999999	419608.99999999994	455910.15000000014	467783.96	578768.9100000001	613174.8500000001	552029.6200000001	591093.6400000001	598643.8400000001	545507.3399999999
Lipid metabolism	11455.25	12036.75	13259.85	13604.68	13442.08	13395.72	7431.15	9954.05	12090.62	8978.91	10041.65	9610.25	12921.33	14165.45	11861.25	13582.45	13475.93	12110.44
Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]	23672.83	42903.16	33514.37	30374.0	20730.629999999997	25598.16	19292.67	28126.0	32473.33	22491.84	25389.5	24214.67	38557.66	32684.17	33443.67	38185.84	39586.53999999999	31666.66
Lipoic acid metabolism [PATH:ko00785]	33021.23	35321.48	39606.02000000001	39417.73	38836.49	38098.04	29631.17	35151.619999999995	37878.37	29566.190000000002	33114.38000000001	36340.83	41554.55	44331.950000000004	39520.17	39846.2	43574.86	37933.80000000001
Lipopolysaccharide biosynthesis [PATH:ko00540]	184087.67000000004	152795.22	214522.58000000002	204826.43	246896.20000000007	215369.57999999996	130642.16000000002	156227.62999999998	182873.65999999997	150729.07999999996	160568.86999999997	166902.42	194233.39999999997	232728.77000000002	193885.41999999998	190217.65999999997	203893.19000000003	195204.72999999998
Lipopolysaccharide biosynthesis proteins [BR:ko01005]	226484.01	192834.86999999997	261978.46999999994	253937.97999999998	301235.07	262976.54000000004	162038.86000000007	194025.43999999992	226519.02000000002	189549.13999999996	197402.41	206247.45000000004	243696.1999999999	286350.7800000001	237659.91	235496.15999999995	254863.24000000008	239943.98000000007
Long-term potentiation [PATH:ko04720]	0.0	6.0	0.0	14.0	0.0	24.0	10.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	8.0	0.0	26.0	0.0
Longevity regulating pathway - multiple species [PATH:ko04213]	84275.84	85764.28	101377.99	100409.04000000001	104250.1	102224.40000000001	65752.20999999999	79945.54	89903.1	71651.88	79587.2	83050.14000000001	97609.09000000001	108526.70000000001	92266.09	96479.48000000001	103140.28	91085.56
Longevity regulating pathway - worm [PATH:ko04212]	205848.90000000002	200444.10000000003	238355.08000000002	240405.28000000003	251840.00000000006	248232.19	156011.58	182897.72999999998	208698.21000000002	168455.6	189695.26999999996	193380.97	231966.73	261384.05	220255.03000000003	232247.91	246091.39000000004	217544.79000000004
Longevity regulating pathway [PATH:ko04211]	36424.61	36143.15	42813.770000000004	42885.130000000005	43890.80000000001	43324.380000000005	28160.049999999996	34330.06	39222.92	32282.36	33072.24	36048.600000000006	42393.64000000001	47153.95	39456.83	41346.64	43776.310000000005	39039.740000000005
Lysine biosynthesis [PATH:ko00300]	229724.87999999995	248064.67000000004	278593.1500000001	273681.75999999995	274451.1899999999	268599.50999999995	183347.92999999988	227224.9800000001	254838.26999999984	200641.40000000002	217801.26	229450.89999999988	274304.81000000006	293685.98000000016	262161.3699999998	274197.55000000005	282654.06000000006	258075.49000000008
Lysine degradation [PATH:ko00310]	296942.49000000005	331949.99000000005	363942.1099999998	354097.7799999999	354648.84	343088.26	220294.02000000014	285537.19999999995	320275.13000000006	253860.45	279244.74	275337.07000000007	348693.52	373491.49000000005	334412.08	362235.64999999997	368080.82	333992.7900000001
Lysosome [PATH:ko04142]	24990.129999999997	33904.25	36885.13	33291.33	28641.43	28341.81	17764.71	25244.55	37722.100000000006	26869.76	23809.95	23520.08	34370.39	34348.96	28887.17	34908.100000000006	35977.61	27377.14
MAPK signaling pathway - fly [PATH:ko04013]	17819.45	17764.82	22322.730000000003	21049.17	22223.46000000001	20554.9	15878.389999999998	19704.71	21033.01	16914.18	17940.39	19353.22	22076.490000000005	24094.99	21256.67	21114.47	22778.85	20980.490000000005
MAPK signaling pathway - plant [PATH:ko04016]	57198.229999999996	59483.89	66717.6	67562.70000000001	69781.48	68716.81999999999	41839.619999999995	51502.39	59529.54000000001	47555.100000000006	51301.990000000005	53916.890000000014	66020.05000000002	73002.95999999999	62095.58	65945.37999999999	68631.57	60597.250000000015
MAPK signaling pathway - yeast [PATH:ko04011]	18605.16	18378.33	20491.04	21835.960000000006	21667.34	22769.48	12281.66	14625.35	18189.91	15368.18	15131.85	16695.38	20317.15	23058.96	18200.16	20232.169999999995	21001.460000000006	18059.250000000004
MAPK signaling pathway [PATH:ko04010]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Malaria [PATH:ko05144]	202.0	240.0	751.0	359.0	57.66	129.0	279.0	323.0	270.0	152.0	239.0	189.0	317.0	155.0	293.0	357.0	222.0	597.0
Mannose type O-glycan biosynthesis [PATH:ko00515]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Measles [PATH:ko05162]	24425.37	19413.5	28174.12	27439.19	33200.07	29352.85	14695.67	17756.5	19730.620000000006	16793.73	19565.1	18876.67	22071.15	27324.51	22186.99	23142.74	24239.750000000004	22736.160000000003
Meiosis - yeast [PATH:ko04113]	23124.81	23561.98	27836.09	28141.09	29227.120000000003	29763.24	16497.32	20362.32	22986.46	17755.04	22262.77	21293.78	24063.29	27344.84	23461.34	25587.15	26925.9	23434.36
Melanogenesis [PATH:ko04916]	1722.5	1327.0	1724.0	1986.5	1064.5	1692.5	917.5	1677.0	4484.0	2320.5	1426.0	1560.0	2429.0	2962.5	1791.0	3613.0	2005.01	1619.5
Membrane trafficking [BR:ko04131]	99201.06	113343.37000000001	126845.12999999999	121557.18	113646.15	114080.3	85554.79999999999	108110.07	122550.70999999999	91523.81	99244.81000000001	105093.41	127856.25	132699.78000000003	120668.16	126999.45	128770.8	119396.05
Messenger RNA biogenesis [BR:ko03019]	296811.47000000003	313028.36	356170.56000000006	345887.09	351822.39999999997	346873.13	243692.51999999996	296367.3	333041.61999999994	260493.63999999998	282953.6400000001	302132.67999999993	353334.75	383064.9199999999	344076.97000000003	353165.4600000001	360604.82999999996	338509.95
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	122900.97000000002	107903.51000000001	139160.28	141236.51	160302.16999999998	150150.15999999997	81664.05999999998	93938.14	106926.19	91498.03	106118.90999999997	102694.12	120605.64	143751.71	117153.26	124786.52000000002	136089.11000000002	118866.60000000003
Methane metabolism [PATH:ko00680]	392435.9700000002	425837.1	473319.8299999999	468241.43999999994	461171.3800000001	452021.9799999999	312709.41000000015	381727.30999999994	428751.56000000023	332858.87000000017	374517.0700000001	384640.7800000001	474841.7299999999	510772.13000000006	452511.08	474065.3300000002	491523.75000000006	443455.31
MicroRNAs in cancer [PATH:ko05206]	15095.25	19635.129999999997	21347.71	19115.160000000003	16793.22	18099.58	16754.15	21050.98	23628.4	16092.66	19482.24	21251.15	23635.969999999998	23502.690000000002	21230.33	24309.75	26374.950000000004	19669.85
Mineral absorption [PATH:ko04978]	35234.04	35675.880000000005	40765.32	41733.74	46972.91	42352.28	26300.21	31306.06	36387.62	28462.440000000002	32596.7	32893.48	40753.23	45653.13	38517.92	40632.759999999995	43525.36	36766.79000000001
Mismatch repair [PATH:ko03430]	277664.5500000001	292275.6	334799.05	327044.70999999996	335845.87999999995	325362.13999999996	224630.01	274280.85	307200.67000000004	242578.19	263083.85	278617.10000000003	331218.38	359999.54000000015	318469.48000000004	326199.18999999994	339844.54999999993	313494.8700000001
Mitochondrial biogenesis [BR:ko03029]	598846.34	628520.2700000003	718259.3	703235.5800000002	716616.8299999998	699505.2799999999	482758.0800000001	588539.49	656375.1400000001	515690.24000000005	568037.6599999999	594543.03	711832.7299999997	773987.4400000002	686613.52	706155.9700000002	730252.6900000004	675856.22
Mitophagy - animal [PATH:ko04137]	15.0	18.0	36.0	0.0	7.0	9.0	0.0	28.0	0.0	14.0	9.0	21.0	34.0	0.0	24.0	27.0	7.0	20.0
Monobactam biosynthesis [PATH:ko00261]	135773.14	158810.62000000002	171345.95	166428.35	162559.49000000002	160376.46999999997	108976.48	139003.68	155379.8	121411.25	132934.34	137851.7	168146.85	177744.84	161090.73	170499.88	175064.84	156612.72000000003
Monoterpenoid biosynthesis [PATH:ko00902]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Morphine addiction [PATH:ko05032]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
N-Glycan biosynthesis [PATH:ko00510]	11178.83	15325.23	14578.76	12982.02	10260.91	12088.25	10110.09	15116.82	17776.190000000002	12113.12	12545.1	12523.54	15677.15	15409.17	15566.6	17943.32	14622.69	14494.26
NF-kappa B signaling pathway [PATH:ko04064]	50.0	43.0	14.0	0.0	11.0	84.0	68.0	80.0	55.0	46.0	56.0	95.0	19.0	44.0	22.0	14.0	83.0	19.0
NOD-like receptor signaling pathway [PATH:ko04621]	63389.81999999999	65538.3	76614.97	76554.97999999998	80169.61	76399.78	47567.75	60175.18	71446.74	54418.69	59031.26999999999	59757.19	76413.87	84890.49	70495.25	73596.12000000001	78717.96	70502.11000000002
Naphthalene degradation [PATH:ko00626]	48278.95000000001	49466.40000000001	55320.170000000006	55436.590000000004	58076.590000000004	54250.45	35649.25	45601.929999999986	47955.200000000004	39202.600000000006	46165.84	44019.38	53759.07	59125.479999999996	51421.759999999995	55456.68	60807.619999999995	52067.4
Natural killer cell mediated cytotoxicity [PATH:ko04650]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Necroptosis [PATH:ko04217]	88876.72	98994.04000000001	105051.62	104469.54999999999	103024.1	103061.98999999999	70033.48	85086.1	97652.08000000002	77622.72	84127.0	87570.33000000002	109336.36000000002	116027.96	102678.25	108578.35	112367.14000000001	98474.26000000002
Neomycin	26647.78	31354.57	31489.2	33309.4	29119.94	31212.81	20777.47	25125.89	31034.040000000005	23038.04	24924.96	26613.52	33743.380000000005	34213.55	30878.58	33878.92	33104.95	29630.400000000005
Neuroactive ligand-receptor interaction [PATH:ko04080]	44.0	56.75	87.5	63.0	45.5	32.0	23.75	61.75	130.5	42.5	41.25	48.75	101.25	68.25	57.0	109.0	144.0	65.0
Neurotrophin signaling pathway [PATH:ko04722]	0.0	6.0	0.0	14.0	0.0	24.0	10.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	8.0	0.0	30.0	0.0
Nicotinate and nicotinamide metabolism [PATH:ko00760]	284198.52999999997	307700.63	349741.38000000006	343890.9199999999	347900.47000000003	336556.5299999999	225042.64000000004	277391.74	305994.05000000005	243724.54000000004	273422.93000000005	281707.42000000004	334355.76999999996	363749.05000000005	322704.08	336264.55	354924.11000000004	319585.26
Nicotine addiction [PATH:ko05033]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Nitrogen metabolism [PATH:ko00910]	264899.64999999997	272685.4799999999	324192.81	319417.76	324971.44999999995	315249.69999999995	194108.81000000003	239134.15000000002	281979.94999999995	220393.29	244712.20999999996	245486.00000000006	305899.23000000004	335195.99000000005	289174.56	305017.28	321146.43999999994	286516.32000000007
Nitrotoluene degradation [PATH:ko00633]	18797.620000000003	17418.82	22118.54	21233.35	22719.45	21323.599999999995	13750.270000000002	17498.39	21326.15	15778.669999999998	17657.53	16240.27	20871.9	22190.07	20008.75	21610.96	21945.04	20590.64
Non-alcoholic fatty liver disease [PATH:ko04932]	52442.03	41130.0	58743.95	59047.229999999996	71900.13	63065.119999999995	32077.68	36784.0	42063.700000000004	35771.28	42146.70000000001	40799.67999999999	47396.89000000001	58993.02	47938.23	49883.99	52804.18000000001	49540.09000000001
Non-homologous end-joining [PATH:ko03450]	36196.34	44031.91	45107.8	45952.25	42093.46000000001	42934.9	26185.589999999997	34157.8	39087.86	31137.259999999995	34525.0	33608.73	42847.25	45404.84	39104.5	44735.74	46808.1	39291.57000000001
Non-small cell lung cancer [PATH:ko05223]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Nonribosomal peptide structures [PATH:ko01054]	7639.42	7777.0	10086.81	9815.41	11238.57	10467.79	5664.63	6062.9	7711.66	6525.25	7044.75	7443.07	8737.58	9987.67	7945.83	8651.45	9927.66	7513.700000000003
Notch signaling pathway [PATH:ko04330]	0.0	0.0	0.0	0.0	0.0	0.0	12.0	13.0	9.33	0.0	0.0	9.0	0.0	0.0	13.67	8.33	12.0	0.0
Novobiocin biosynthesis [PATH:ko00401]	64765.16	67292.23000000001	80028.27	76953.79000000001	81505.33	75475.19999999998	47351.55000000002	61288.29000000001	68888.51	54357.41	59057.11	60915.439999999995	74320.46	82830.33000000002	71392.83	75315.67	76781.76	72222.39000000001
Nucleotide excision repair [PATH:ko03420]	161653.4	177940.68000000005	192649.63000000003	190821.77	186746.58000000002	188310.05	127996.84000000001	161010.39	181490.23	140279.1	152937.81000000003	159965.28000000003	196677.99	210033.25	186819.1	194293.50999999998	199582.11	183197.98000000004
